Q,A,A_model
"Qual o destino a ser dado aos imóveis integrantes do ativo (patrimônio) da  empresa individual quando, completado o prazo de 36 (trinta e seis) meses  consecutivos sem promover incorporações ou loteamentos, ocorrer o término  da equiparação à pessoa jurídica?","Permanecerão no ativo da empresa individual, para efeito de tributação como lucro da pessoa jurídica: a) as unidades imobiliárias e os lotes de terrenos integrantes de incorporações ou loteamentos, até sua alienação e, após esta, o saldo a receber, até o recebimento total do preço; b) o saldo a receber do preço dos imóveis então alienados, até seu recebimento total.","Os imóveis que compõem o ativo da empresa individual permanecem no patrimônio da pessoa física. Eles só deixam de integrar o ativo quando forem efetivamente alienados e o preço total for recebido. Enquanto não houver a alienação e o recebimento integral, os imóveis (unidades imobiliárias, lotes de incorporações ou loteamentos) e os saldos a receber permanecem na empresa individual, que pode ser encerrada apenas após a venda à vista, ao preço de mercado, e o recebimento total do valor, pagando o imposto de renda devido."
Como determinar o capital da empresa individual no caso de pessoa física  equiparada por prática de operações imobiliárias?,"O capital da empresa individual, no início de cada período de apuração (trimestral ou anual), será representado pela soma dos valores dos imóveis constantes do seu ativo com os valores a receber relativos ao custo dos imóveis já vendidos em períodos de apuração anteriores.","Para determinar o capital da empresa individual de pessoa física equiparada por operações imobiliárias, siga estes passos:

1. **Identifique todos os recursos efetivamente investidos** pelo titular nos imóveis relacionados a loteamentos, incorporações ou outras aquisições imobiliárias. Inclua:
   - o custo do terreno ou das glebas onde são realizados loteamentos ou incorporações;
   - o custo das construções e benfeitorias executadas nesses terrenos;
   - o custo de terrenos, construções e benfeitorias de outros imóveis que tenham sido adquiridos.

2. **Atualize monetariamente esses investimentos**. A correção deve ser feita com base na variação das Obrigações Reajustáveis do Tesouro Nacional, aplicando‑se a taxa de correção desde a data de cada pagamento efetuado até a data da equiparação.

3. **Some os valores corrigidos**. O total resultante da soma dos investimentos originais mais a correção monetária constitui o capital da empresa individual.

4. **Registre esse montante como capital** no início de cada exercício fiscal. Esse valor será usado para determinar a manutenção do capital de giro dedutível do lucro tributável, conforme a legislação tributária aplicável.

Em resumo, o capital da empresa individual corresponde ao somatório dos recursos efetivamente investidos nos imóveis, acrescido da correção monetária prevista, calculada a partir de cada desembolso até a data da equiparação."
O que é cisão de uma sociedade?,"A cisão é a operação pela qual a sociedade transfere todo ou somente uma parcela do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a sociedade cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.","Cisão é a operação pela qual uma companhia transfere parte ou a totalidade do seu patrimônio para uma ou mais sociedades, que podem ser recém constituídas para esse fim ou já existentes. Quando todo o patrimônio é transferido, a companhia cindida é extinta; quando apenas parte é transferida, a companhia continua existindo, mas com seu capital reduzido. Em ambos os casos, as sociedades que recebem os ativos sucedem a companhia cindida nos direitos e obrigações correspondentes à parcela recebida."
Como proceder com relação à sociedade cindida?,"Efetivada a cisão com extinção da sociedade cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e a publicação dos atos da operação. Na cisão com versão parcial do patrimônio esta obrigação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.","Para dar prosseguimento à cisão da sociedade, siga os passos abaixo:

1. **Convocação da Assembleia‑Geral**  
   - A companhia deve reunir a assembleia‑geral para deliberar sobre a operação de cisão.  
   - Na pauta, inclua a justificativa da cisão, contendo todas as informações exigidas pelo art. 224 (dados financeiros, avaliação dos bens, motivos da operação, etc.).

2. **Aprovação da Cisão**  
   - A assembleia, se aprovar a cisão, autoriza a criação de nova sociedade (quando houver “versão” de parte do patrimônio) ou a transferência de ativos para sociedade já existente (cisão que obedecerá às regras de incorporação – art. 227).  

3. **Nomeação de Peritos**  
   - Após a aprovação, a própria assembleia nomeia peritos independentes para avaliar a parcela do patrimônio que será transferida.  
   - O laudo dos peritos servirá de base para a divisão dos ativos e para a emissão das novas ações.

4. **Transferência dos Ativos e Passivos**  
   - **Cisão com extinção da companhia cindida**: as sociedades que absorverem partes do patrimônio sucedem a cindida nos direitos e obrigações relacionados à parcela transferida.  
   - **Cisão parcial (sem extinção)**: a companhia cindida continua existindo, mas transfere parte de seu patrimônio à(s) sociedade(s) absorvedora(s).  

5. **Emissão e Atribuição de Ações**  
   - As ações da companhia cindida são substituídas por ações da(s) sociedade(s) absorvedora(s) na mesma proporção que cada acionista possuía.  
   - Caso se deseje atribuir ações em proporção diferente, será necessária a aprovação de **todos** os acionistas, inclusive os que detêm ações sem direito a voto.

6. **Arquivamento e Publicação dos Atos**  
   - **Cisão com extinção**: cabe aos administradores das sociedades absorvedoras promover o arquivamento e a publicação dos atos da operação.  
   - **Cisão parcial**: o dever de arquivar e publicar recai sobre os administradores da companhia cindida **e** sobre os administradores da sociedade que recebeu a parcela de patrimônio.  

7. **Formalização**  
   - Após a conclusão dos passos acima, registre a operação na Junta Comercial competente, juntando a ata da assembleia, o parecer dos peritos, o plano de transferência de ativos e passivos, e a documentação relativa à emissão das novas ações.

Seguindo esse procedimento, a cisão será realizada em conformidade com a legislação societária, garantindo a sucessão correta de direitos e obrigações e a proteção dos interesses dos acionistas."
Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.","São contribuintes do imposto de renda da pessoa jurídica:

1. **As pessoas jurídicas** previstas no Capítulo I do Título do regulamento;  
2. **As empresas individuais** previstas no Capítulo II do mesmo Título.  

A expressão “pessoa jurídica” abrange, portanto, todas as entidades que se enquadram nessa definição, inclusive:

- Empresas públicas, sociedades de economia mista e suas subsidiárias;  
- Sociedades cooperativas de consumo que compram e fornecem bens aos consumidores;  
- Fundos de investimento imobiliário (FII);  
- Entidades em processo de liquidação extrajudicial ou falência, quanto às operações realizadas durante esses procedimentos."
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","Despesas incorridas são aquelas em que já nasceu a obrigação de pagamento – ou seja, todos os pressupostos materiais que a tornam exigível já se verificaram e o valor pode ser determinado – mas o pagamento efetivo está previsto para exercício posterior. Assim, embora o desembolso ocorra em outro período, a despesa deve ser reconhecida contabilmente no exercício em que a obrigação surgiu."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","Os gastos que podem ser classificados como **despesas pré‑operacionais** são aqueles incorridos **antes do início efetivo das atividades produtivas da indústria** e que têm por objetivo a **organização e a preparação do empreendimento**. Entre eles estão:

1. **Despesas de organização da sociedade**  
   - Custos de constituição (escritura, registro na Junta Comercial, publicação de atos).  
   - Honorários de advogados, contadores e consultores para a estruturação societária.  

2. **Despesas pré‑industriais de implantação**  
   - Estudos de viabilidade, pesquisas de mercado e análises técnicas.  
   - Projetos de engenharia, arquitetura e planejamento da planta industrial.  
   - Licenças, alvarás, autorizações ambientais e demais autorizações governamentais necessárias para iniciar a obra.  

3. **Despesas com aquisição e preparação de ativos**  
   - Compra de terrenos e custos de regularização fundiária.  
   - Despesas de terraplanagem, fundações e obras civis preliminares.  
   - Instalação e montagem de máquinas e equipamentos que ainda não estejam em operação.  

4. **Despesas administrativas e de apoio à implantação**  
   - Salários, encargos e benefícios de pessoal temporário ou de apoio (gerentes de projeto, engenheiros, técnicos) que atuam exclusivamente na fase de montagem e organização.  
   - Aluguel, energia, água, telefonia e demais custos de manutenção de escritórios ou instalações provisórias usadas durante a fase de implantação.  

5. **Despesas de expansão pré‑industrial** (quando a implantação for parte de um aumento de capacidade)  
   - Custos de ampliação de parque industrial, como obras de expansão, compra de novos equipamentos e adequação de infraestrutura.  

Esses gastos, embora de natureza semelhante às despesas operacionais, são reconhecidos como **despesas pré‑operacionais** porque são realizados **antes do começo das atividades da empresa**. Eles devem ser contabilizados de acordo com o Parecer Normativo CST nº 364/71 e, posteriormente, amortizados ao longo da vida útil dos ativos a que se referem."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.",As empresas não imobiliárias devem registrar a conta “construções em andamento” no **ativo imobilizado**. Essa classificação implica que o saldo da conta será submetido à correção monetária prevista na legislação tributária.
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).","Os reajustes que ocorrerem depois da data de recebimento do bem devem ser contabilizados na conta que registra a obrigação (passivo).  Qualquer variação no saldo devedor decorrente da alteração dos valores das prestações será reconhecida como variação monetária: se o ajuste elevar o saldo, será tratado como variação monetária ativa; se o ajuste reduzir o saldo, será tratado como variação monetária passiva.  Assim, as modificações futuras no valor das prestações são refletidas no passivo e reconhecidas como variação monetária correspondente."
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","Os bens do Ativo Imobilizado devem ser baixados no momento em que se tornam imprestáveis, isto é, quando a sua obsolescência – seja ela normal ou excepcional – ou a ocorrência de caso fortuito ou de força maior impede a sua utilização. A baixa contábil deve ser feita simultaneamente à baixa física, ou seja, com a efetiva saída do bem do patrimônio da empresa. Enquanto a baixa física não ocorrer, o bem continua registrado, com o valor contábil sendo ajustado pelos saldos acumulados do fundo de depreciação. Assim, a baixa dos bens obsoletos ocorre tão logo eles deixem de poder ser usados e sejam efetivamente retirados do ativo da pessoa jurídica, observando a documentação exigida pelas normas comerciais e fiscais."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","A alíquota geral do Imposto de Renda das pessoas jurídicas é de **15 %** sobre o lucro (real, presumido ou arbitrado).  

Além disso, **acresce-se um adicional de 10 %** sobre a parcela do lucro que ultrapassar o limite de **R$ 20.000,00 por mês** no período de apuração (ou seja, R$ 20.000,00 multiplicado pelo número de meses). Esse adicional incide integralmente, sem permitir deduções."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","O adicional do IRPJ passa a ser devido quando, no cálculo mensal, a base de cálculo ultrapassa o valor de R$ 20.000,00.  
Sobre a parcela que excede esse limite aplica‑se a alíquota adicional de 10 %."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","Como ajustes de exercícios anteriores devem ser considerados apenas os efeitos decorrentes de:

* mudança de critério contábil; ou  
* retificação de erro que seja imputável a um exercício anterior específico  

e que não possam ser atribuídos a fatos ocorridos em períodos subsequentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.","Descontos incondicionais são as parcelas que reduzem o preço de venda e que constam na nota fiscal ou na fatura de serviços, sem depender de nenhum evento posterior à emissão desses documentos."
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","Considera‑se sistema de contabilidade de custo integrado e coordenado com a escrituração quando:

* Ele se baseia em valores originados na escrituração principal – matéria‑prima, mão‑de‑obra direta e custos gerais de fabricação;  
* Permite, ao final de cada mês, determinar contabilmente o valor dos estoques de matérias‑primas e outros materiais, dos produtos em elaboração e dos produtos acabados;  
* Utiliza livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, mantidos em boa guarda e cujos registros coincidam com os da escrituração principal;  
* Possibilita avaliar os estoques na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","Sim. As aquisições de guarnições de cama, mesa e banho e de louças, quando realizadas por empresas que prestam serviços de hotelaria, restaurantes e atividades semelhantes, podem ser computadas como custo ou despesa operacional."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.","As diferenças de câmbio ocorridas entre o fechamento do contrato e a data de embarque devem ser tratadas como variações monetárias – ou seja, como variações monetárias passivas ou ativas, conforme o caso."
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","A exaustão, em contabilidade, é a contabilização da perda de valor de ativos que representam recursos naturais – como minerais, jazidas ou florestas – decorrente da sua exploração. Trata‑se da alocação sistemática do custo desses direitos ao longo do período em que são extraídos ou utilizados, refletindo a diminuição do seu valor econômico à medida que são consumidos. Em outras palavras, a exaustão reconhece, nas demonstrações contábeis, a depreciação dos recursos naturais pela sua própria “utilização” ou “esgotamento”."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","Os direitos que se submetem à exaustão são apresentados no ativo imobilizado (ou no intangível, quando for o caso) **pelo custo de aquisição deduzido do saldo acumulado da conta de exaustão**. Ou seja, no balanço eles aparecem já reduzidos do valor já reconhecido como exaustão, refletindo o valor contábil líquido desses ativos."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).","O contribuinte deve regularizar a situação reconhecendo a provisão para o Imposto de Renda como um passivo da empresa, de acordo com a classificação exigida para o balanço.  

1. **Reclassificar a conta** – a provisão deve ser incluída no passivo (geralmente no passivo circulante, pois o imposto tem vencimento dentro do exercício).  

2. **Corrigir a escrituração** – lançar a provisão omitida ou sub‑avaliada nos livros contábeis, ajustando o saldo devedor da conta de provisão para o valor correto.  

3. **Retificar as demonstrações** – se a omissão já foi divulgada em demonstrações já publicadas, a empresa deve emitir demonstrações retificadas (balanço patrimonial e demonstração de resultados) refletindo o valor correto da provisão.  

4. **Revisar a declaração fiscal** – apresentar a declaração de Imposto de Renda da pessoa jurídica retificadora, informando o valor correto da provisão e, se houver, recolher os juros e multas devidos pelo pagamento a menor.  

5. **Documentar a correção** – manter a documentação que justifique a retificação (cálculo da provisão, notas explicativas, comprovantes de pagamento de encargos) para eventual fiscalização.  

Assim, o contribuinte regulariza a contabilidade, ajusta a demonstração financeira e a declaração de imposto, pagando os encargos de mora que possam ter sido gerados."
