Q,A,A_model
O que é cisão de uma sociedade?,"A cisão é a operação pela qual a sociedade transfere todo ou somente uma parcela do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a sociedade cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.","A cisão é uma operação pela qual uma companhia transfere parcelas de seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes. A companhia cindida pode se extinguir, se houver transferência de todo o seu patrimônio, ou dividir seu capital, se a transferência for parcial. A sociedade que absorver parcela do patrimônio da companhia cindida sucede a esta nos direitos e obrigações relacionados no ato da cisão."
Como proceder com relação à sociedade cindida?,"Efetivada a cisão com extinção da sociedade cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e a publicação dos atos da operação. Na cisão com versão parcial do patrimônio esta obrigação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.","Para proceder com relação à sociedade cindida, é necessário seguir as disposições legais previstas no artigo 229 do Código Civil. A cisão é a operação pela qual a companhia transfere parcelas de seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a companhia cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.

A sociedade que absorver parcela do patrimônio da companhia cindida sucede a esta nos direitos e obrigações relacionados no ato da cisão; no caso de cisão com extinção, as sociedades que absorverem parcelas do patrimônio da companhia cindida sucederão a esta, na proporção dos patrimônios líquidos transferidos, nos direitos e obrigações não relacionados.

Na cisão com versão de parcela do patrimônio em sociedade nova, a operação será deliberada pela assembléia-geral da companhia à vista de justificação que incluirá as informações de que tratam os números do artigo 224; a assembléia, se a aprovar, nomeará os peritos que avaliarão a parcela do patrimônio a ser transferida, e funcionará como assembléia de constituição da nova companhia.

Efetivada a cisão com extinção da companhia cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e publicação dos atos da operação; na cisão com versão parcial do patrimônio, esse dever caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.

As ações integralizadas com parcelas de patrimônio da companhia cindida serão atribuídas a seus titulares, em substituição às extintas, na proporção das que possuíam; a atribuição em proporção diferente requer aprovação de todos os titulares, inclusive das ações sem direito a voto."
Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.","Os contribuintes do imposto de renda da pessoa jurídica são:

I - as pessoas jurídicas, a que se refere o Capítulo I deste Título;

II - as empresas individuais, a que se refere o Capítulo II deste Título;

III - as entidades submetidas aos regimes de liquidação extrajudicial e de falência;

IV - as empresas públicas e as sociedades de economia mista, e as suas subsidiárias;

V - as sociedades cooperativas de consumo que tenham por objeto a compra e o fornecimento de bens aos consumidores;

VI - o fundo de investimento imobiliário."
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","Despesas incorridas são aquelas que, embora tenha nascido a obrigação correspondente, o momento ajustado para pagá-las, ou seu vencimento, ou outra circunstância qualquer, determinam que o respectivo pagamento venha a ocorrer em exercício subseqüente."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","As despesas pré-operacionais referentes à implantação de uma indústria são aquelas que envolvem a organização administrativa da sociedade, bem como a execução de serviços correlatos, paralelamente às relacionadas com atividades específicas de implantação da fábrica. Essas despesas incluem os dispêndios necessários e anteriores ao começo das atividades da empresa, bem como os posteriormente exigidos na expansão de empreendimentos industriais. Essas despesas devem ser contabilizadas de acordo com o que estabelece o item 4 do Parecer Normativo CST nº 364/71."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.","As empresas não imobiliárias devem classificar a conta representativa de ""construções em andamento"" como imobilizado, de acordo com o artigo 179, inciso IV, da Lei nº 6.404, de 15 de dezembro de 1976 (Lei das Sociedades por Ações) e a interpretação dada pelo Parecer Normativo CST nº 108/78, item 8."
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).","Os reajustes posteriores à época do recebimento do bem adquirido por meio de consórcio deverão ser tratados como variação monetária ativa ou passiva, conforme o caso. Essas variações serão refletidas na conta que registra a obrigação e terão o mesmo tratamento mencionado anteriormente."
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","Os bens obsoletos, constantes do Ativo Imobilizado de uma pessoa jurídica, devem ser baixados quando ocorrer sua efetiva saída do patrimônio da empresa, ou seja, quando ocorrer a baixa física do bem. Isso pode ocorrer em virtude de sua obsolescência normal ou excepcional, ou de ocorrência de caso fortuito ou de força maior. A baixa contábil deve ser concomitante à baixa física do bem e o valor de alienação, caso haja valor econômico apurável, servirá para apuração da receita eventual ou do valor efetivamente perdido."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","As alíquotas aplicáveis sobre o lucro para determinar o imposto de renda devido pela pessoa jurídica em cada período de apuração são de quinze por cento para a maior parte do lucro e de dez por cento para a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 pelo número de meses do respectivo período de apuração."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","O adicional do Imposto de Renda sobre Pessoa Jurídica (IRPJ) é devido quando a parcela da base de cálculo mensal exceder R$ 20.000,00 (vinte mil reais). A alíquota aplicável no cálculo do adicional é de dez por cento."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","Os ajustes de exercícios anteriores se referem apenas aos decorrentes de efeitos da mudança de critério contábil ou da retificação de erro imputável a determinado exercício anterior, e que não possam ser atribuídos a fatos subseqüentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.","Descontos incondicionais são parcelas redutoras do preço de venda, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem de evento posterior à emissão desses documentos."
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","Um sistema de contabilidade de custo integrado e coordenado com o restante da escrituração é aquele que:

I - é apoiado em valores originados da escrituração, como matéria-prima, mão de obra direta e custos gerais de fabricação;

II - permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados;

III - é apoiado em livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e

IV - permite avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","Sim, as aquisições de guarnições de cama, mesa e banho, e louças podem ser consideradas como custo ou despesa operacional por empresas que exploram serviços de hotelaria, restaurantes e atividades similares, de acordo com a resolução do Secretário da Receita Federal."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data de embarque deverão ser consideradas como variações monetárias passivas ou ativas, para efeito de registro da receita bruta de vendas nas exportações de produtos manufaturados nacionais."
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","A exaustão, em termos contábeis, consiste na perda do valor decorrente da exploração de direitos cujo objeto sejam recursos minerais ou florestais, ou bens aplicados nessa exploração."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","Os direitos sujeitos à exaustão serão apresentados no balanço pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).","O contribuinte que deixou de contabilizar ou contabilizou um valor menor da provisão para o imposto sobre a renda deve proceder com a correção da contabilização. Isso envolve registrar uma nota de ajuste para corrigir o valor da provisão e refletir o valor correto no balanço patrimonial. Além disso, o contribuinte deve informar a Receita Federal sobre a correção e pagar o imposto devido, caso haja."
As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.",As sociedades por ações poderão ter de três a cinco conselheiros fiscais.
"Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.","Não, de acordo com o Art. 510 do Decreto-Lei nº 1.648, de 18 de dezembro de 1978, não será dedutível, para fins de determinação do lucro real, a perda apurada na alienação ou na baixa de investimento adquirido por meio de dedução do imposto sobre a renda devido pela pessoa jurídica. Portanto, as perdas havidas na alienação de investimentos oriundos de incentivos fiscais não podem ser deduzidas para fins do imposto de renda."
Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.","O prejuízo fiscal apurado por uma Sociedade em Conta de Participação (SCP) somente poderá ser compensado com o lucro real decorrente da mesma sociedade, de acordo com o Art. 586 do Decreto-Lei nº 2.303, de 21 de novembro de 1986 e o Art. 3º do Decreto-Lei nº 2.308, de 19 de dezembro de 1968. A compensação de prejuízos fiscais e lucros entre duas ou mais SCPs ou entre estas e o sócio ostensivo é vedada."
"A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.","Não, a pessoa jurídica não perderá o direito de compensar o prejuízo fiscal apurado e controlado no Lalur, mesmo se optar por outra base de tributação que não a do lucro real. No entanto, é importante observar os prazos e normas pertinentes à compensação."
A absorção na escrituração comercial de prejuízos contábeis impede a  compensação dos prejuízos fiscais?,"A absorção na escrituração comercial de prejuízos contábeis apurados mediante débito à conta de lucros acumulados, de reservas de lucros ou de capital, ao capital social, ou à conta de sócios, matriz ou titular de empresa individual, não impede a compensação dos prejuízos fiscais.","Não, a absorção na escrituração comercial de prejuízos contábeis não impede a compensação dos prejuízos fiscais. No entanto, é importante que o procedimento seja realizado de acordo com as normas e padrões de Contabilidade geralmente aceitos, para que não haja impugnação pelo Fisco. Além disso, é necessário que haja equivalência entre o valor debitado e o crédito do sócio, caso contrário, o procedimento não será adequado para a elevação do valor do patrimônio líquido."
"A pessoa jurídica que explora atividade rural e que tenha utilizado o benefício  fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro  presumido ou arbitrado deve adicionar à base de cálculo do imposto de renda o  saldo dessa depreciação?","Não. A reversão da depreciação incentivada que deve ser adicionado ao lucro líquido para determinação do lucro real e controlada na Parte B do e-Lalur e na Parte B do e- Lacs, não é a decorrente de tributação diferida, uma vez que a adição se impõe em virtude de anular os efeitos decorrentes da depreciação normal consignada na escrituração comercial da pessoa jurídica rural. No regime de tributação do lucro presumido ou arbitrado, prescinde-se da escrita regular, e, em consequência, não há o aludido efeito de depreciação normal a ser compensado pela adição.","Sim, a pessoa jurídica que explora atividade rural e que tenha utilizado o benefício fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro presumido ou arbitrado, deve adicionar à base de cálculo do imposto de renda o saldo dessa depreciação. Isso porque, de acordo com o Art. 265, a pessoa jurídica rural poderá optar pela tributação com base no lucro presumido e no resultado presumido, desde que não utilize qualquer incentivo aplicável a essa atividade. Portanto, ao utilizar o benefício fiscal da depreciação incentivada, a pessoa jurídica rural não poderá optar pela tributação com base no lucro presumido ou arbitrado sem adicionar à base de cálculo do imposto de renda o saldo dessa depreciação."
