Q,A,A_model
Como proceder com relação à sociedade cindida?,"Efetivada a cisão com extinção da sociedade cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e a publicação dos atos da operação. Na cisão com versão parcial do patrimônio esta obrigação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.","A sociedade cindida pode ser extinta se houver versão de todo o seu patrimônio, ou pode dividir-se o seu capital se a versão for parcial. Nesse caso, a companhia cindida deixa de existir se todo o patrimônio for transferido, ou continua a existir com o capital reduzido se a transferência for parcial. Além disso, os administradores das sociedades que absorverem parcelas do patrimônio da companhia cindida devem promover o arquivamento e publicação dos atos da operação, caso a cisão resulte na extinção da companhia cindida. Se a cisão for parcial, o dever de arquivamento e publicação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio."
Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.","Os contribuintes do imposto de renda da pessoa jurídica são as pessoas jurídicas e as empresas individuais. Isso inclui também as entidades submetidas aos regimes de liquidação extrajudicial e de falência, as empresas públicas e as sociedades de economia mista, as sociedades cooperativas de consumo que tenham por objeto a compra e o fornecimento de bens aos consumidores, e os fundos de investimento imobiliário, todos sujeitos às normas de incidência do imposto aplicáveis às pessoas jurídicas."
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","Despesas incorridas são aquelas em que, embora nascida a obrigação correspondente, o momento ajustado para pagá-las, ou seu vencimento, ou outra circunstância qualquer, determinam que o respectivo pagamento venha a ocorrer em exercício subseqüente. São despesas que, embora a obrigação de pagá-las tenha nascido, o pagamento efetivo ocorrerá em um período posterior."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","Os gastos com a implantação de uma indústria que deverão ser considerados como “despesas pré-operacionais” incluem despesas de organização, pré-operacionais ou pré-industriais, necessárias e anteriores ao começo das atividades da empresa, bem como as relativas à ampliação de parque industrial. Isso abrange despesas administrativas e de cunho industrial que ocorrem antes do início das operações da indústria, como despesas com a organização administrativa da sociedade e a execução de serviços correlatos. Essas despesas devem ser capitalizadas para futuras amortizações, em vez de serem consideradas despesas operacionais do exercício social."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.","As empresas não imobiliárias devem classificar a conta representativa de ""construções em andamento"" como imobilizado."
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).","Os reajustes posteriores à época do recebimento do bem adquirido por meio de consórcio deverão ser tratados como variações monetárias ativas ou passivas, conforme o caso, e refletidas na conta que registra a obrigação, de acordo com os critérios de avaliação dos elementos do balanço consagrados pela Lei nº 6.404/76."
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","Os bens obsoletos devem ser baixados quando se tornam imprestáveis, independentemente do prazo de vida útil estimado, em virtude de fatores não previsíveis, como obsolescência excepcional ou ocorrência de caso fortuito ou de força maior. A baixa contábil deve ser concomitante à baixa física do bem, ou seja, com sua efetiva saída do patrimônio da empresa."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","As alíquotas aplicáveis sobre o lucro para determinar o imposto de renda devido pela pessoa jurídica em cada período de apuração são de 15% sobre o lucro real, presumido ou arbitrado, e adicional de 10% sobre a parcela do lucro que exceder o valor resultante da multiplicação de R$ 20.000,00 pelo número de meses do respectivo período de apuração."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","O adicional do IRPJ é devido quando a parcela da base de cálculo, apurada mensalmente, exceder R$ 20.000,00. A alíquota aplicável no cálculo do adicional do IRPJ é de dez por cento, além da alíquota de quinze por cento já aplicada sobre a base de cálculo."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","Como ajustes de exercícios anteriores serão considerados apenas os decorrentes de efeitos da mudança de critério contábil, ou da retificação de erro imputável a determinado exercício anterior, e que não possam ser atribuídos a fatos subseqüentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.","Descontos incondicionais são parcelas redutoras do preço de venda, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem de evento posterior à emissão desses documentos."
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele que atende aos seguintes requisitos: 
- é apoiado em valores originados da escrituração, como matéria-prima, mão de obra direta e custos gerais de fabricação; 
- permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; 
- é apoiado em livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; 
- e permite avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","Sim, podem ser consideradas como custo ou despesa operacional."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.",As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data de embarque serão consideradas como variações monetárias passivas ou ativas.
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","A exaustão consiste na perda do valor, decorrente da sua exploração, de direitos cujo objeto sejam recursos minerais ou florestais, ou bens aplicados nessa exploração."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","Os direitos sujeitos à exaustão serão apresentados no balanço pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).","Não há informações específicas sobre como o contribuinte deve proceder em caso de erro na contabilização da provisão para o imposto sobre a renda. As informações fornecidas tratam da classificação de contas no balanço de uma companhia, não abordando diretamente a questão de erros na contabilização de provisões para impostos. Portanto, não é possível fornecer uma resposta clara com base nas informações disponíveis."
As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.","As sociedades por ações poderão ter de 3 a 5 conselheiros fiscais, com igual número de suplentes."
"Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.","Não, não existe a possibilidade de serem deduzidas, para fins do imposto de renda, as perdas havidas na alienação de investimentos oriundos de incentivos fiscais, pois essas perdas não são consideradas dedutíveis para fins de determinação do lucro real."
Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.","O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP) somente pode ser compensado com o lucro real decorrente da mesma sociedade, sendo vedada a compensação de prejuízos fiscais e lucros entre duas ou mais sociedades em conta de participação ou entre estas e o sócio ostensivo."
"A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.","Não, a pessoa jurídica não perderá o direito de compensar o prejuízo fiscal, pois o saldo de prejuízos fiscais remanescente poderá ser compensado se a empresa retornar ao regime de tributação pelo lucro real, observados os prazos e normas pertinentes à compensação."
A absorção na escrituração comercial de prejuízos contábeis impede a  compensação dos prejuízos fiscais?,"A absorção na escrituração comercial de prejuízos contábeis apurados mediante débito à conta de lucros acumulados, de reservas de lucros ou de capital, ao capital social, ou à conta de sócios, matriz ou titular de empresa individual, não impede a compensação dos prejuízos fiscais.","A absorção na escrituração comercial de prejuízos contábeis não impede a compensação dos prejuízos fiscais, desde que seja feita de acordo com as normas e padrões de Contabilidade geralmente aceitos e não omita detalhes indispensáveis à determinação do verdadeiro lucro tributável. No entanto, se o débito à conta do sócio for feito sem que haja saldo credor suficiente, o procedimento pode ser considerado inidôneo e resultar na necessidade de deduzir do patrimônio líquido o valor indevidamente acrescido, o que pode afetar a compensação dos prejuízos fiscais."
"A pessoa jurídica que explora atividade rural e que tenha utilizado o benefício  fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro  presumido ou arbitrado deve adicionar à base de cálculo do imposto de renda o  saldo dessa depreciação?","Não. A reversão da depreciação incentivada que deve ser adicionado ao lucro líquido para determinação do lucro real e controlada na Parte B do e-Lalur e na Parte B do e- Lacs, não é a decorrente de tributação diferida, uma vez que a adição se impõe em virtude de anular os efeitos decorrentes da depreciação normal consignada na escrituração comercial da pessoa jurídica rural. No regime de tributação do lucro presumido ou arbitrado, prescinde-se da escrita regular, e, em consequência, não há o aludido efeito de depreciação normal a ser compensado pela adição.","Sim, a pessoa jurídica que explora atividade rural e que tenha utilizado o benefício fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro presumido, não pode utilizar qualquer incentivo aplicável a essa atividade, o que implica que deve adicionar à base de cálculo do imposto de renda o saldo dessa depreciação, pois a utilização desse incentivo é incompatível com o regime de lucro presumido."
Pessoa jurídica que retornar ao lucro real poderá fazer jus à depreciação  acelerada incentivada?,"Sim. Retornando à tributação com base no lucro real a pessoa jurídica deverá adicionar o encargo de depreciação normal registrado na escrituração comercial, relativo a bens já totalmente depreciados, ao resultado da atividade rural, efetuando a baixa do respectivo valor no saldo da depreciação incentivada controlado na Parte B do e-Lalur e do e-Lacs.","Não, a pessoa jurídica rural que retornar à tributação com base no lucro real não poderá fazer jus à depreciação acelerada incentivada, pois deverá adicionar o encargo de depreciação normal registrado na escrituração comercial, relativo a bens já totalmente depreciados, ao resultado líquido do período de apuração."
"Como deverá proceder a pessoa jurídica que explora atividade rural com  tributação pelo lucro real e, posteriormente, venha a optar pela tributação com  base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o  incentivo fiscal?","A pessoa jurídica rural que tiver usufruído o benefício fiscal da depreciação acelerada incentivada, vindo, posteriormente, a ser tributada pelo lucro presumido ou arbitrado, caso aliene o bem depreciado com o incentivo durante a permanência nesses regimes, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada.","A pessoa jurídica que explora atividade rural e muda de regime de tributação de lucro real para lucro presumido ou arbitrado, e aliena o bem depreciado com o incentivo fiscal, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada."
