Q,A,A_model
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","Despesas incorridas são aquelas cuja obrigação de pagamento já nasceu, tornando-se incondicional e exigível, mas que, devido ao momento ajustado para o pagamento, seu vencimento ou outra circunstância, o desembolso efetivo ocorrerá em um exercício social subsequente. Elas são obrigatoriamente computadas no exercício em que a obrigação surgiu, da mesma forma que as despesas pagas."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","Os gastos com a implantação de uma indústria que deverão ser considerados como “despesas pré-operacionais” são os dispêndios de organização necessários e anteriores ao começo das atividades da empresa, bem como os posteriormente exigidos na expansão de empreendimentos industriais. Isso inclui despesas de natureza idêntica às operacionais, como as de cunho administrativo, desde que realizadas ou incorridas na fase pré-operacional (pré-organizacional ou pré-industrial), ou seja, antes do início efetivo das atividades da empresa."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.",As empresas não imobiliárias devem classificar a conta representativa de “construções em andamento” no ativo imobilizado.
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).","Os reajustes posteriores à época do recebimento do bem, decorrentes de modificação no valor das prestações, deverão ser refletidos na conta que registra a obrigação e tratados como variação monetária ativa ou passiva, conforme o caso."
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","Os bens obsoletos devem ser baixados contabilmente de forma concomitante à sua baixa física, ou seja, no momento de sua efetiva saída do patrimônio da empresa. Enquanto a baixa física não ocorrer, o bem deve permanecer com o registro do seu valor contábil no Ativo Imobilizado. Adicionalmente, embora não haja formalidade administrativa especial exigida para a eliminação do ativo, a pessoa jurídica deve ser capaz de comprovar o ato ou fato econômico que motivou a baixa, conforme as leis comerciais e fiscais."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","As alíquotas aplicáveis sobre o lucro para determinar o imposto de renda devido pela pessoa jurídica são:

- 15% sobre o lucro;
- 10% a título de adicional de imposto de renda, incidente sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 pelo número de meses do respectivo período de apuração."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","O adicional do IRPJ é devido quando a parcela da base de cálculo, apurada mensalmente, exceder o valor de R$ 20.000,00. A alíquota aplicável no seu cálculo é de dez por cento."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","Devem ser considerados como ajustes de exercícios anteriores apenas aqueles decorrentes de efeitos da mudança de critério contábil ou da retificação de erro imputável a determinado exercício anterior, e que não possam ser atribuídos a fatos subsequentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.",Descontos incondicionais são parcelas redutoras do preço de venda que constam da nota fiscal de venda dos bens ou da fatura de serviços e não dependem de evento posterior à emissão desses documentos.
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","Um sistema de contabilidade de custo integrado e coordenado com o restante da escrituração é aquele que:

1. É apoiado em valores originados da escrituração (matéria-prima, mão de obra direta, custos gerais de fabricação);
2. Permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados;
3. É apoiado em livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e
4. Permite avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","Sim, as aquisições de guarnições de cama, mesa e banho e de louças por empresas que exploram serviços de hotelaria, restaurantes e atividades similares podem ser computadas como custo ou despesa operacional."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.","As diferenças decorrentes de alteração na taxa de câmbio, ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque, serão consideradas como variações monetárias passivas ou ativas."
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","A exaustão consiste na perda de valor decorrente da exploração de direitos cujo objeto sejam recursos minerais ou florestais, ou bens aplicados nessa exploração."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","Os direitos sujeitos à exaustão serão apresentados no balanço pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).",Eu não sei a resposta.
As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.","As sociedades por ações poderão ter no mínimo 3 e no máximo 5 conselheiros fiscais titulares, e igual número de suplentes."
"Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.","Não, não é possível deduzir as perdas apuradas na alienação ou na baixa de investimentos adquiridos por meio de dedução do imposto de renda devido pela pessoa jurídica para fins de determinação do lucro real."
Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.",O prejuízo fiscal apurado por uma Sociedade em Conta de Participação (SCP) somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCPs ou entre estas e o sócio ostensivo.
"A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.","Não perderá o direito de compensar o prejuízo fiscal. Caso a pessoa jurídica retorne ao regime de tributação pelo lucro real, o saldo de prejuízos fiscais remanescente e não utilizado poderá vir a ser compensado, observados os prazos e as normas pertinentes à compensação."
A absorção na escrituração comercial de prejuízos contábeis impede a  compensação dos prejuízos fiscais?,"A absorção na escrituração comercial de prejuízos contábeis apurados mediante débito à conta de lucros acumulados, de reservas de lucros ou de capital, ao capital social, ou à conta de sócios, matriz ou titular de empresa individual, não impede a compensação dos prejuízos fiscais.","A absorção de prejuízos contábeis na escrituração comercial não impede a compensação dos prejuízos fiscais, desde que o procedimento contábil seja regular e esteja em conformidade com as normas e padrões de Contabilidade geralmente aceitos. 

Para que a eliminação do prejuízo seja havida como regular e não influencie de forma indevida a determinação do lucro real e o saldo da conta de correção monetária, é necessário que ela equivalha a um aporte de capital. Isso ocorre quando há um débito à conta do sócio com saldo credor suficiente, o que mantém a integridade do capital social.

No entanto, se a absorção do prejuízo for feita por meio de débito à conta do sócio sem que haja saldo credor suficiente, o procedimento é considerado inidôneo para elevar o valor do patrimônio líquido. Nessa hipótese, o prejuízo eliminado graficamente será substituído por igual parcela redutora de capital a realizar, o que obriga a pessoa jurídica a deduzir do patrimônio líquido, para cálculo da correção monetária, o valor indevidamente acrescido."
"A pessoa jurídica que explora atividade rural e que tenha utilizado o benefício  fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro  presumido ou arbitrado deve adicionar à base de cálculo do imposto de renda o  saldo dessa depreciação?","Não. A reversão da depreciação incentivada que deve ser adicionado ao lucro líquido para determinação do lucro real e controlada na Parte B do e-Lalur e na Parte B do e- Lacs, não é a decorrente de tributação diferida, uma vez que a adição se impõe em virtude de anular os efeitos decorrentes da depreciação normal consignada na escrituração comercial da pessoa jurídica rural. No regime de tributação do lucro presumido ou arbitrado, prescinde-se da escrita regular, e, em consequência, não há o aludido efeito de depreciação normal a ser compensado pela adição.","Sim. De acordo com o Art. 265, a pessoa jurídica rural que utiliza qualquer incentivo aplicável à atividade não pode optar pela tributação com base no lucro presumido. Portanto, se a empresa utilizou o benefício fiscal da depreciação incentivada, ela não está autorizada a mudar para o regime do lucro presumido ou arbitrado. Para que a mudança de regime seja possível, a empresa precisa eliminar a utilização do incentivo, o que é feito mediante a adição do saldo dessa depreciação à base de cálculo do imposto de renda, revertendo o benefício fiscal anteriormente utilizado."
Pessoa jurídica que retornar ao lucro real poderá fazer jus à depreciação  acelerada incentivada?,"Sim. Retornando à tributação com base no lucro real a pessoa jurídica deverá adicionar o encargo de depreciação normal registrado na escrituração comercial, relativo a bens já totalmente depreciados, ao resultado da atividade rural, efetuando a baixa do respectivo valor no saldo da depreciação incentivada controlado na Parte B do e-Lalur e do e-Lacs.","Sim. Ao retornar à tributação com base no lucro real, a pessoa jurídica rural deverá adicionar ao resultado líquido o encargo de depreciação normal registrado na escrituração comercial relativo a bens já totalmente depreciados, efetuando a baixa desse valor no saldo da depreciação incentivada controlado na parte B do e-Lalur e do e-Lacs. Além disso, se um bem que havia sido desviado para outras atividades retornar à produção rural própria, a pessoa jurídica poderá voltar a fazer jus ao benefício da depreciação incentivada, excluindo do resultado líquido a diferença entre o custo de aquisição do bem e a depreciação acumulada até a época."
"Como deverá proceder a pessoa jurídica que explora atividade rural com  tributação pelo lucro real e, posteriormente, venha a optar pela tributação com  base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o  incentivo fiscal?","A pessoa jurídica rural que tiver usufruído o benefício fiscal da depreciação acelerada incentivada, vindo, posteriormente, a ser tributada pelo lucro presumido ou arbitrado, caso aliene o bem depreciado com o incentivo durante a permanência nesses regimes, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada.",A pessoa jurídica rural deverá adicionar à base de cálculo para determinação do lucro presumido e do resultado presumido o saldo remanescente da depreciação não realizada.
Poderá haver mudança da opção para o contribuinte que já efetuou o  recolhimento da primeira quota ou de quota única com base no lucro  presumido?,"Como regra, não há a possibilidade de mudança. A opção pela tributação com base no lucro presumido será definitiva em relação a todo o ano-calendário. Todavia, abre-se exceção quando ocorrer qualquer das hipóteses de arbitramento previstas na legislação tributária, situação em que a pessoa jurídica poderá, desde que conhecida a receita bruta, determinar o lucro tributável segundo as regras relativas ao regime de tributação com base no lucro arbitrado.","Não, não poderá haver mudança. A opção pela tributação com base no lucro presumido é definitiva em relação a todo o ano-calendário, sendo manifestada justamente com o pagamento da primeira quota ou quota única do imposto devido."
