Q,A,A_model
"Qual o destino a ser dado aos imóveis integrantes do ativo (patrimônio) da  empresa individual quando, completado o prazo de 36 (trinta e seis) meses  consecutivos sem promover incorporações ou loteamentos, ocorrer o término  da equiparação à pessoa jurídica?","Permanecerão no ativo da empresa individual, para efeito de tributação como lucro da pessoa jurídica: a) as unidades imobiliárias e os lotes de terrenos integrantes de incorporações ou loteamentos, até sua alienação e, após esta, o saldo a receber, até o recebimento total do preço; b) o saldo a receber do preço dos imóveis então alienados, até seu recebimento total.","As unidades imobiliárias e os lotes de terrenos integrantes de incorporações ou loteamentos permanecerão no ativo da empresa individual até a sua alienação e o recebimento total do preço. Também permanecerá no ativo o saldo a receber do preço de imóveis já alienados, até o seu recebimento total.

Alternativamente, a pessoa física poderá encerrar a empresa individual se recolher o imposto sobre a renda que seria devido considerando a alienação desses imóveis a preço de mercado (com pagamento à vista) e o recebimento integral dos saldos a receber."
Como determinar o capital da empresa individual no caso de pessoa física  equiparada por prática de operações imobiliárias?,"O capital da empresa individual, no início de cada período de apuração (trimestral ou anual), será representado pela soma dos valores dos imóveis constantes do seu ativo com os valores a receber relativos ao custo dos imóveis já vendidos em períodos de apuração anteriores.","O capital da empresa individual é determinado somando-se os recursos efetivamente investidos, em qualquer época, pela pessoa física titular nos imóveis (custo de terrenos, construções e benfeitorias), acrescidos da correção monetária incidente sobre a quantia efetivamente desembolsada desde a época de cada pagamento até a data da equiparação. Esses valores constituirão o capital no início de cada exercício."
O que é cisão de uma sociedade?,"A cisão é a operação pela qual a sociedade transfere todo ou somente uma parcela do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a sociedade cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.","A cisão é a operação na qual uma companhia transfere parcelas do seu patrimônio para uma ou mais sociedades, que podem ser constituídas para esse fim ou já existentes. Esse processo resulta na extinção da companhia cindida, caso todo o seu patrimônio seja transferido, ou na divisão do seu capital, caso a transferência seja parcial."
Como proceder com relação à sociedade cindida?,"Efetivada a cisão com extinção da sociedade cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e a publicação dos atos da operação. Na cisão com versão parcial do patrimônio esta obrigação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.","O procedimento em relação à sociedade cindida depende se a transferência de patrimônio é total ou parcial. Se houver versão de todo o patrimônio para outras sociedades, a companhia cindida deve ser extinta. Caso a versão seja parcial, ocorre apenas a divisão do seu capital.

A operação deve ser deliberada pela assembleia-geral à vista de justificação. A assembleia deverá nomear peritos para avaliar a parcela do patrimônio a ser transferida. Se o patrimônio for destinado a uma sociedade nova, a assembleia funcionará como assembleia de constituição desta; se for para uma sociedade já existente, devem ser obedecidas as disposições sobre incorporação.

Quanto à formalização dos atos (arquivamento e publicação) após a efetivação da cisão:
*   Se houver **extinção** da companhia cindida, essa responsabilidade cabe aos administradores das sociedades que absorverem as parcelas do patrimônio.
*   Se a cisão for **parcial**, o dever cabe aos administradores da própria companhia cindida juntamente com os da sociedade que absorver a parcela.

Por fim, as ações integralizadas com o patrimônio da companhia cindida devem ser atribuídas aos seus titulares originais, proporcionalmente às que possuíam, salvo aprovação unânime para proporção diferente."
Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.","São contribuintes as pessoas jurídicas e as empresas individuais. A condição de contribuinte aplica-se também a qualquer unidade econômica ou profissional, independentemente de estar regularmente constituída.

Além destas, enquadram-se como contribuintes:
*   As empresas públicas, as sociedades de economia mista e suas subsidiárias;
*   As entidades em regime de liquidação extrajudicial e de falência (durante o período de realização de ativos e pagamento de passivos);
*   As sociedades cooperativas de consumo que tenham por objeto a compra e o fornecimento de bens aos consumidores;
*   Os fundos de investimento imobiliário sujeitos às condições específicas de tributação."
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","Despesas incorridas são aquelas cuja obrigação de pagamento correspondente já nasceu, mas cujo pagamento efetivo ocorrerá apenas em exercício subsequente devido a ajustes de data, vencimento ou outras circunstâncias. Elas devem ser computadas no exercício em que a obrigação surgiu, equiparando-se às despesas pagas."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","São considerados despesas pré-operacionais os dispêndios de organização necessários e anteriores ao começo das atividades da empresa, bem como aqueles exigidos posteriormente na expansão de empreendimentos industriais.

Além disso, incluem-se nesta categoria as despesas de natureza idêntica às operacionais, inclusive as de cunho administrativo, desde que sejam usuais ou normais para o tipo de transações ou atividades da empresa, distinguindo-se das despesas operacionais comuns apenas pelo momento em que são realizadas ou incorridas."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.","As empresas devem classificar as aplicações a título de ""construções em andamento"" no grupo do ativo imobilizado."
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).",Os reajustes posteriores decorrentes de modificação no valor das prestações devem ser refletidos na conta que registra a obrigação e tratados como variação monetária ativa ou passiva.
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","A baixa contábil deve ser efetuada concomitantemente à baixa física do bem, isto é, no momento da sua efetiva saída do patrimônio da empresa. Enquanto não ocorrer a baixa física, deve permanecer o registro de seu valor contábil."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","A alíquota do imposto de renda é de 15% sobre o lucro. Além disso, aplica-se um adicional de 10% sobre a parcela do lucro (real, presumido ou arbitrado) que exceder o valor resultante da multiplicação de R$ 20.000,00 pelo número de meses do respectivo período de apuração."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","O adicional do IRPJ é considerado devido sempre que a parcela da base de cálculo, apurada mensalmente, exceder o valor de R$ 20.000,00. A alíquota aplicável para o cálculo deste adicional é de 10% sobre o valor excedente."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","Consideram-se como ajustes de exercícios anteriores apenas os decorrentes de efeitos da mudança de critério contábil ou da retificação de erro imputável a determinado exercício anterior, e que não possam ser atribuídos a fatos subsequentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.",São parcelas redutoras do preço de venda que constam na nota fiscal de venda dos bens ou na fatura de serviços e que não dependem de evento posterior à emissão desses documentos.
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele que atende aos seguintes requisitos:

1.  Seja apoiado em valores originados da escrituração, tais como matéria-prima, mão de obra direta e custos gerais de fabricação;
2.  Permita a determinação contábil, ao final de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados;
3.  Seja apoiado em livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, mantidos em boa guarda e com registros coincidentes com os constantes da escrituração principal; e
4.  Permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","Sim, é admitido que seja computado como custo ou despesa operacional o valor de aquisição de guarnições de cama, mesa e banho e a louça utilizados por empresas que exploram serviços de hotelaria, restaurantes e atividades similares."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.","As diferenças decorrentes de alteração na taxa de câmbio, ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque, deverão ser consideradas como variações monetárias passivas ou ativas."
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","A exaustão consiste na perda do valor decorrente da exploração de direitos cujo objeto sejam recursos minerais ou florestais, ou de bens aplicados nessa exploração."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","Os direitos sujeitos à exaustão, classificados no ativo imobilizado, serão apresentados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).",Não sei a resposta com base nas informações fornecidas.
As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.","O conselho fiscal será composto de, no mínimo, 3 (três) e, no máximo, 5 (cinco) membros, e suplentes em igual número."
"Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.","Não, a perda apurada na alienação ou na baixa de investimento adquirido por meio de dedução do imposto sobre a renda não é dedutível para fins de determinação do lucro real."
Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.",O prejuízo fiscal apurado por uma Sociedade em Conta de Participação (SCP) somente pode ser compensado com o lucro real decorrente dessa mesma sociedade. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais sociedades em conta de participação ou entre estas e o sócio ostensivo.
"A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.","Não, a pessoa jurídica não perderá o direito. Caso ela retorne ao regime de tributação pelo lucro real, o saldo de prejuízos fiscais remanescente e não utilizado poderá vir a ser compensado, observados os prazos e normas pertinentes à compensação."
A absorção na escrituração comercial de prejuízos contábeis impede a  compensação dos prejuízos fiscais?,"A absorção na escrituração comercial de prejuízos contábeis apurados mediante débito à conta de lucros acumulados, de reservas de lucros ou de capital, ao capital social, ou à conta de sócios, matriz ou titular de empresa individual, não impede a compensação dos prejuízos fiscais.","Não sei a resposta com base nas informações fornecidas, pois o texto trata exclusivamente dos efeitos da absorção de prejuízos na composição do patrimônio líquido e no cálculo da correção monetária, não abordando as regras ou impedimentos referentes à compensação de prejuízos fiscais."
"A pessoa jurídica que explora atividade rural e que tenha utilizado o benefício  fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro  presumido ou arbitrado deve adicionar à base de cálculo do imposto de renda o  saldo dessa depreciação?","Não. A reversão da depreciação incentivada que deve ser adicionado ao lucro líquido para determinação do lucro real e controlada na Parte B do e-Lalur e na Parte B do e- Lacs, não é a decorrente de tributação diferida, uma vez que a adição se impõe em virtude de anular os efeitos decorrentes da depreciação normal consignada na escrituração comercial da pessoa jurídica rural. No regime de tributação do lucro presumido ou arbitrado, prescinde-se da escrita regular, e, em consequência, não há o aludido efeito de depreciação normal a ser compensado pela adição.","Sim, pois a legislação estabelece que a pessoa jurídica rural poderá optar pela tributação com base no lucro presumido e no resultado presumido apenas desde que não utilize qualquer incentivo aplicável a essa atividade."
Pessoa jurídica que retornar ao lucro real poderá fazer jus à depreciação  acelerada incentivada?,"Sim. Retornando à tributação com base no lucro real a pessoa jurídica deverá adicionar o encargo de depreciação normal registrado na escrituração comercial, relativo a bens já totalmente depreciados, ao resultado da atividade rural, efetuando a baixa do respectivo valor no saldo da depreciação incentivada controlado na Parte B do e-Lalur e do e-Lacs.","Sim, a pessoa jurídica rural pode depreciar integralmente no ano de aquisição os bens do ativo não circulante imobilizado (exceto terra nua) adquiridos para uso na atividade.

No entanto, ao retornar à tributação com base no lucro real, a pessoa jurídica deverá adicionar ao resultado líquido do período de apuração o encargo de depreciação normal registrado na escrituração comercial relativo aos bens que já tenham sido totalmente depreciados por esse incentivo. Esse procedimento visa determinar o lucro real e o resultado ajustado da atividade rural, devendo ser efetuada a baixa do respectivo valor no saldo da depreciação incentivada controlado na parte B do e-Lalur e do e-Lacs."
"Como deverá proceder a pessoa jurídica que explora atividade rural com  tributação pelo lucro real e, posteriormente, venha a optar pela tributação com  base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o  incentivo fiscal?","A pessoa jurídica rural que tiver usufruído o benefício fiscal da depreciação acelerada incentivada, vindo, posteriormente, a ser tributada pelo lucro presumido ou arbitrado, caso aliene o bem depreciado com o incentivo durante a permanência nesses regimes, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada.",A pessoa jurídica deverá adicionar o saldo remanescente da depreciação não realizada à base de cálculo para a determinação do lucro presumido e do resultado presumido.
Poderá haver mudança da opção para o contribuinte que já efetuou o  recolhimento da primeira quota ou de quota única com base no lucro  presumido?,"Como regra, não há a possibilidade de mudança. A opção pela tributação com base no lucro presumido será definitiva em relação a todo o ano-calendário. Todavia, abre-se exceção quando ocorrer qualquer das hipóteses de arbitramento previstas na legislação tributária, situação em que a pessoa jurídica poderá, desde que conhecida a receita bruta, determinar o lucro tributável segundo as regras relativas ao regime de tributação com base no lucro arbitrado.","Não, uma vez que o contribuinte manifesta a opção pela tributação com base no lucro presumido através do pagamento da primeira ou da quota única do imposto correspondente ao primeiro período de apuração, essa escolha torna-se definitiva em relação a todo o ano-calendário, não sendo permitida a mudança posteriormente."
A pessoa jurídica que optar pelo lucro presumido poderá em algum período de  apuração trimestral ser tributada com base no lucro real?,"Sim. Na hipótese de haver pago o imposto com base no lucro presumido e, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o IRPJ e a CSLL sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. Tal situação também é possível de ocorrer na hipótese de exclusão do Refis de empresa incluída neste programa como sendo do lucro presumido, embora obrigada ao lucro real.","Sim, a pessoa jurídica que houver pago o imposto com base no lucro presumido deverá passar a ser tributada com base no lucro real trimestral caso, no mesmo ano-calendário, incorra em situação de obrigatoriedade por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior. A apuração pelo lucro real aplica-se a partir, inclusive, do trimestre em que ocorreu o fato."
